country,country_id,min_year,max_year,long,lat,writer_total_year,writer_total_cumulative,writer_1,writer_1_gender,writer_1_birth,writer_1_popup,writer_1_language_1,writer_1_language_2,writer_1_language_3,writer_1_language_4,writer_1_languages,writer_1_role_1,writer_1_role_2,writer_1_role_3,writer_1_role_4,writer_1_role_5,writer_2,writer_2_gender,writer_2_birth,writer_2_popup,writer_2_language_1,writer_2_language_2,writer_2_language_3,writer_2_language_4,writer_2_languages,writer_2_role_1,writer_2_role_2,writer_2_role_3,writer_2_role_4,writer_2_role_5,writer_3,writer_3_gender,writer_3_birth,writer_3_popup,writer_3_language_1,writer_3_language_2,writer_3_language_3,writer_3_language_4,writer_3_languages,writer_3_role_1,writer_3_role_2,writer_3_role_3,writer_3_role_4,writer_3_role_5,writer_4,writer_4_gender,writer_4_birth,writer_4_popup,writer_4_language_1,writer_4_language_2,writer_4_language_3,writer_4_language_4,writer_4_languages,writer_4_role_1,writer_4_role_2,writer_4_role_3,writer_4_role_4,writer_4_role_5,writer_5,writer_5_gender,writer_5_birth,writer_5_popup,writer_5_language_1,writer_5_language_2,writer_5_language_3,writer_5_language_4,writer_5_languages,writer_5_role_1,writer_5_role_2,writer_5_role_3,writer_5_role_4,writer_5_role_5,popup_year,subregion,region_un,monolingual_writer_total_year,multilingual_writer_total_year,monolingual_writer_total_cumulative,multilingual_writer_total_cumulative,writerPop
Indonesia,1949,1972,1972,117.2401137,-2.215054563,2,5,Satyagraha HURIP ,Male,1934,Satyagraha HURIP (1972)<br />,Indonesian,#N/A,#N/A,#N/A,1,poet,#N/A,#N/A,#N/A,#N/A,Arifin NOER ,Male,1941,Arifin NOER (1972)<br />,Indonesian,#N/A,#N/A,#N/A,1,playwright,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Indonesia&nbsp;(2)</b><hr />Satyagraha HURIP (1972)<br />Arifin NOER (1972)<br />,South-Eastern Asia,Asia,2,0,5,0,
Indonesia,1949,1973,1973,117.2401137,-2.215054563,1,6,Abdul HADI ,Male,1946,Abdul HADI (1973)<br />,Indonesian,#N/A,#N/A,#N/A,1,journalist,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Indonesia&nbsp;(1)</b><hr />Abdul HADI (1973)<br />,South-Eastern Asia,Asia,1,0,6,0,
Indonesia,1949,1974,1974,117.2401137,-2.215054563,2,8,Sutardji Calzoum BACHRI ,Male,1941,Sutardji Calzoum BACHRI (1974)<br />,Indonesian,#N/A,#N/A,#N/A,1,0,#N/A,#N/A,#N/A,#N/A,Putu WIDJAJA ,Male,1944,Putu WIDJAJA (1974)<br />,Indonesian,#N/A,#N/A,#N/A,1,fiction writer,playwright,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Indonesia&nbsp;(2)</b><hr />Sutardji Calzoum BACHRI (1974)<br />Putu WIDJAJA (1974)<br />,South-Eastern Asia,Asia,2,0,8,0,
Indonesia,1949,1975,1975,117.2401137,-2.215054563,1,9, AKHUDIAT ,Male,1946,AKHUDIAT (1975)<br />,Indonesian,#N/A,#N/A,#N/A,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Indonesia&nbsp;(1)</b><hr />AKHUDIAT (1975)<br />,South-Eastern Asia,Asia,1,0,9,0,
Indonesia,1949,1976,1976,117.2401137,-2.215054563,3,11, DANARTO,Male,1940,DANARTO (1976)<br />,English,Indonesian,#N/A,#N/A,2,fiction writer,playwright,#N/A,#N/A,#N/A,Leon AGUSTA ,Male,1938,Leon AGUSTA (1976)<br />,English,#N/A,#N/A,#N/A,1,0,#N/A,#N/A,#N/A,#N/A,Putu WIDJAJA ,Male,1944,Putu WIDJAJA (1976)<br />,Indonesian,#N/A,#N/A,#N/A,1,fiction writer,playwright,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Indonesia&nbsp;(3)</b><hr />DANARTO (1976)<br />Leon AGUSTA (1976)<br />Putu WIDJAJA (1976)<br />,South-Eastern Asia,Asia,2,1,10,1,
Indonesia,1949,1977,1977,117.2401137,-2.215054563,2,13,Wisran HADI ,Male,1946,Wisran HADI (1977)<br />,Indonesian,#N/A,#N/A,#N/A,1,fiction writer,playwright,#N/A,#N/A,#N/A,Rayani SRIWIDODO ,Male,1946,Rayani SRIWIDODO (1977)<br />,Indonesian,#N/A,#N/A,#N/A,1,poet,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Indonesia&nbsp;(2)</b><hr />Wisran HADI (1977)<br />Rayani SRIWIDODO (1977)<br />,South-Eastern Asia,Asia,2,0,12,1,
Indonesia,1949,1978,1978,117.2401137,-2.215054563,1,14,N. RIANTIARNO ,Male,1949,N. RIANTIARNO (1978)<br />,Indonesian,#N/A,#N/A,#N/A,1,playwright,poet,screenwriter,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Indonesia&nbsp;(1)</b><hr />N. RIANTIARNO (1978)<br />,South-Eastern Asia,Asia,1,0,13,1,
Indonesia,1949,1979,1979,117.2401137,-2.215054563,2,16,Frans NADJIRA ,Male,1942,Frans NADJIRA (1979)<br />,Indonesian,#N/A,#N/A,#N/A,1,fiction writer,poet,#N/A,#N/A,#N/A,Arswendo ATMOWILOTO ,Male,1948,Arswendo ATMOWILOTO (1979)<br />,Indonesian,#N/A,#N/A,#N/A,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Indonesia&nbsp;(2)</b><hr />Frans NADJIRA (1979)<br />Arswendo ATMOWILOTO (1979)<br />,South-Eastern Asia,Asia,2,0,15,1,
Indonesia,1949,1980,1980,117.2401137,-2.215054563,2,18,S. Sinanasari ECIP ,Male,1919,S. Sinanasari ECIP (1980)<br />,Indonesian,#N/A,#N/A,#N/A,1,fiction writer,poet,#N/A,#N/A,#N/A,Totilawati TJITRAWASITA ,Female,1945,Totilawati TJITRAWASITA (1980)<br />,Indonesian,#N/A,#N/A,#N/A,1,fiction writer,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Indonesia&nbsp;(2)</b><hr />S. Sinanasari ECIP (1980)<br />Totilawati TJITRAWASITA (1980)<br />,South-Eastern Asia,Asia,2,0,17,1,
Indonesia,1949,1981,1981,117.2401137,-2.215054563,1,19,Emha Ainum NADJIB ,Female,1953,Emha Ainum NADJIB (1981)<br />,English,#N/A,#N/A,#N/A,1,playwright,poet,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Indonesia&nbsp;(1)</b><hr />Emha Ainum NADJIB (1981)<br />,South-Eastern Asia,Asia,1,0,18,1,
Indonesia,1949,1982,1982,117.2401137,-2.215054563,1,20,Linus Suryadi AGUSTINUS ,Male,1951,Linus Suryadi AGUSTINUS (1982)<br />,Indonesian,#N/A,#N/A,#N/A,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Indonesia&nbsp;(1)</b><hr />Linus Suryadi AGUSTINUS (1982)<br />,South-Eastern Asia,Asia,1,0,19,1,
Indonesia,1949,1983,1983,117.2401137,-2.215054563,1,21,Yudistira MASSARDI ,Male,1954,Yudistira MASSARDI (1983)<br />,Indonesian,#N/A,#N/A,#N/A,1,fiction writer,poet,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Indonesia&nbsp;(1)</b><hr />Yudistira MASSARDI (1983)<br />,South-Eastern Asia,Asia,1,0,20,1,
Indonesia,1949,1984,1986,117.2401137,-2.215054563,1,22,Toeti Herati NOERHADI ,Male,1933,Toeti Herati NOERHADI (1984)<br />,English,Indonesian,#N/A,#N/A,2,fiction writer,playwright,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Indonesia&nbsp;(1)</b><hr />Toeti Herati NOERHADI (1984)<br />,South-Eastern Asia,Asia,0,1,20,2,
Indonesia,1949,1987,1987,117.2401137,-2.215054563,1,23,Eka Budianta MARTOREDJO ,Male,1956,Eka Budianta MARTOREDJO (1987)<br />,Indonesian,#N/A,#N/A,#N/A,1,fiction writer,poet,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Indonesia&nbsp;(1)</b><hr />Eka Budianta MARTOREDJO (1987)<br />,South-Eastern Asia,Asia,1,0,21,2,
Indonesia,1949,1988,1989,117.2401137,-2.215054563,1,24,Darman MOENIR ,Male,1952,Darman MOENIR (1988)<br />,Indonesian,#N/A,#N/A,#N/A,1,poet,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Indonesia&nbsp;(1)</b><hr />Darman MOENIR (1988)<br />,South-Eastern Asia,Asia,1,0,22,2,
Indonesia,1949,1990,1990,117.2401137,-2.215054563,1,25,Ahmad TOHARI ,Male,1948,Ahmad TOHARI (1990)<br />,Indonesian,#N/A,#N/A,#N/A,1,fiction writer,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Indonesia&nbsp;(1)</b><hr />Ahmad TOHARI (1990)<br />,South-Eastern Asia,Asia,1,0,23,2,
Indonesia,1949,1991,1992,117.2401137,-2.215054563,1,25,Taufiq ISMAIL ,Male,1938,Taufiq ISMAIL (1991)<br />,Arabic,#N/A,#N/A,#N/A,1,poet,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Indonesia&nbsp;(1)</b><hr />Taufiq ISMAIL (1991)<br />,South-Eastern Asia,Asia,1,0,23,2,
Indonesia,1949,1993,2000,117.2401137,-2.215054563,1,26,Muchamad KOIRI ,Male,1965,Muchamad KOIRI (1993)<br />,Indonesian,#N/A,#N/A,#N/A,1,fiction writer,translator,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Indonesia&nbsp;(1)</b><hr />Muchamad KOIRI (1993)<br />,South-Eastern Asia,Asia,1,0,24,2,
Indonesia,1949,2001,2001,117.2401137,-2.215054563,2,28,Medy LOEKITO ,Female,1962,Medy LOEKITO (2001)<br />,Indonesian,#N/A,#N/A,#N/A,1,poet,#N/A,#N/A,#N/A,#N/A,Sitok SRENGENGE ,Male,1965,Sitok SRENGENGE (2001)<br />,Indonesian,#N/A,#N/A,#N/A,1,poet,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Indonesia&nbsp;(2)</b><hr />Medy LOEKITO (2001)<br />Sitok SRENGENGE (2001)<br />,South-Eastern Asia,Asia,2,0,26,2,
Indonesia,1949,2002,2004,117.2401137,-2.215054563,1,29,Arif Bagus PRASETYO ,Male,1971,Arif Bagus PRASETYO (2002)<br />,Indonesian,#N/A,#N/A,#N/A,1,critic,poet,translator,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Indonesia&nbsp;(1)</b><hr />Arif Bagus PRASETYO (2002)<br />,South-Eastern Asia,Asia,1,0,27,2,
Indonesia,1949,2005,2005,117.2401137,-2.215054563,1,30,Ayu UTAMI ,Female,1968,Ayu UTAMI (2005)<br />,Indonesian,#N/A,#N/A,#N/A,1,fiction writer,publisher,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Indonesia&nbsp;(1)</b><hr />Ayu UTAMI (2005)<br />,South-Eastern Asia,Asia,1,0,28,2,
Indonesia,1949,2006,2006,117.2401137,-2.215054563,2,32,Nukila AMAL ,Female,1971,Nukila AMAL (2006)<br />,Indonesian,#N/A,#N/A,#N/A,1,fiction writer,non-fiction writer,translator,#N/A,#N/A,Laksmi PAMUNTJAK ,Female,1971,Laksmi PAMUNTJAK (2006)<br />,Indonesian,#N/A,#N/A,#N/A,1,editor,poet,translator,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Indonesia&nbsp;(2)</b><hr />Nukila AMAL (2006)<br />Laksmi PAMUNTJAK (2006)<br />,South-Eastern Asia,Asia,2,0,30,2,
Indonesia,1949,2007,2009,117.2401137,-2.215054563,1,33,Nirwan DEWANTO ,Male,1961,Nirwan DEWANTO (2007)<br />,Indonesian,#N/A,#N/A,#N/A,1,editor,non-fiction writer,poet,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Indonesia&nbsp;(1)</b><hr />Nirwan DEWANTO (2007)<br />,South-Eastern Asia,Asia,1,0,31,2,
Indonesia,1949,2010,2012,117.2401137,-2.215054563,1,34,Andrea HIRATA ,Male,1967,Andrea HIRATA (2010)<br />,Indonesian,#N/A,#N/A,#N/A,1,fiction writer,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Indonesia&nbsp;(1)</b><hr />Andrea HIRATA (2010)<br />,South-Eastern Asia,Asia,1,0,32,2,
Indonesia,1949,2013,2015,117.2401137,-2.215054563,1,35,Asma NADIA ,Female,1972,Asma NADIA (2013)<br />,Indonesian,#N/A,#N/A,#N/A,1,fiction writer,non-fiction writer,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Indonesia&nbsp;(1)</b><hr />Asma NADIA (2013)<br />,South-Eastern Asia,Asia,1,0,33,2,
Indonesia,1949,2016,2016,117.2401137,-2.215054563,1,36,Yusi Avianto Pareanom,Male,1968,Yusi Avianto Pareanom (2016)<br />,Indonesian,#N/A,#N/A,#N/A,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Indonesia&nbsp;(1)</b><hr />Yusi Avianto Pareanom (2016)<br />,South-Eastern Asia,Asia,1,0,34,2,
Indonesia,1949,2017,2017,117.2401137,-2.215054563,1,37,Okky MADASARI,Female,1984,Okky MADASARI  (2017)<br />,Indonesian,#N/A,#N/A,#N/A,1,fiction writer,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Indonesia&nbsp;(1)</b><hr />Okky MADASARI  (2017)<br />,South-Eastern Asia,Asia,1,0,35,2,
Indonesia,1949,2018,2018,117.2401137,-2.215054563,1,38,Faisal ODDANG,Male,1993,Faisal ODDANG  (2018)<br />,Indonesian,#N/A,#N/A,#N/A,1,fiction writer,non-fiction writer,poet,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Indonesia&nbsp;(1)</b><hr />Faisal ODDANG  (2018)<br />,South-Eastern Asia,Asia,1,0,36,2,
